"","AUR","Price","AgeRating","Size","HasSubtitle","InAppSum","InAppMin","InAppMax","InAppCount","InAppAvg","descriptionTermCount","DevType","LanguagesCount","EngSupported","GenreCount","months","monthsSinceUpdate","GameFree","Ratings"
"246",3,0,"9+",19125248,0,0,0,0,0,0,382,"Newbie",1,"1",3,"2",46,"1","0"
"247",1.5,0,"4+",2651122,0,0,0,0,0,0,156,"Professional",1,"1",3,"4",114,"1","1"
"248",4.5,4.99,"9+",529755136,0,1.98,0.99,0.99,2,0.99,529,"Professional",1,"1",3,"10",33,"0","1"
"249",3,0,"4+",1224994,0,0,0,0,0,0,345,"Newbie",1,"1",3,"2",116,"1","1"
"250",0,1.99,"4+",5771264,0,0,0,0,0,0,139,"Newbie",2,"1",3,"2",49,"1","-1"
"251",3.5,0,"4+",6678875,0,0,0,0,0,0,77,"Newbie",1,"1",3,"2",79,"1","1"
"252",5,0.99,"4+",8821760,0,0,0,0,0,0,199,"Newbie",1,"1",3,"3",23,"1","0"
"253",3.5,0,"9+",27736030,0,0,0,0,0,0,161,"Professional",7,"1",3,"2",104,"1","1"
"254",0,1.99,"4+",8813568,0,0,0,0,0,0,271,"Newbie",1,"1",3,"2",33,"1","-1"
"255",2.5,0.99,"4+",10806272,1,0.99,0.99,0.99,1,0.99,276,"Newbie",1,"1",3,"2",23,"0","1"
"256",3,1.99,"4+",12133376,0,0,0,0,0,0,49,"Newbie",1,"1",1,"3",21,"1","1"
"257",3,0,"4+",29326612,0,0.99,0.99,0.99,1,0.99,157,"Professional",1,"1",3,"3",83,"0","1"
"258",4.5,2.99,"4+",23948288,0,14.98,2.99,11.99,2,7.49,341,"Professional",2,"1",3,"3",14,"0","0"
"259",3,0,"4+",2708572,0,0,0,0,0,0,198,"Newbie",2,"1",3,"3",107,"1","0"
"260",2.5,1.99,"4+",18437120,1,0,0,0,0,0,76,"Newbie",1,"1",3,"3",7,"1","0"
"261",4.5,0,"4+",13504512,0,0,0,0,0,0,117,"Newbie",4,"1",3,"3",30,"1","0"
"262",4,0,"4+",92408832,1,109.96,4.99,49.99,4,27.49,574,"Newbie",1,"1",3,"3",7,"0","1"
"263",2.5,0,"4+",70583296,0,0,0,0,0,0,60,"Professional",1,"1",3,"3",37,"1","1"
"264",3,1.99,"4+",8246272,0,0,0,0,0,0,560,"Professional",3,"1",2,"3",5,"1","1"
"265",0,0.99,"4+",34558976,0,0,0,0,0,0,170,"Newbie",1,"1",2,"3",32,"1","-1"
"266",2.5,0,"4+",18537472,0,0,0,0,0,0,405,"Newbie",1,"1",3,"3",11,"1","0"
"267",2.5,0,"4+",18915328,0,4.99,4.99,4.99,1,4.99,224,"Newbie",4,"1",3,"4",29,"0","1"
"268",3.5,0,"4+",50012160,1,7.97,1.99,3.99,3,2.65666666666667,201,"Professional",3,"1",3,"3",3,"0","1"
"269",3.5,1.99,"9+",12067083,0,0.99,0.99,0.99,1,0.99,282,"Newbie",1,"1",3,"4",110,"0","1"
"270",3.5,1.99,"9+",157129465,0,1.98,0.99,0.99,2,0.99,310,"Professional",1,"1",3,"4",86,"0","1"
"271",4,4.99,"9+",257059840,0,2.97,0.99,0.99,3,0.99,387,"Professional",6,"1",3,"4",27,"0","1"
"272",4,3.99,"9+",219693056,0,0,0,0,0,0,270,"Professional",1,"1",3,"4",29,"1","1"
"273",4,0,"4+",57462784,0,1.98,0.99,0.99,2,0.99,135,"Newbie",1,"1",3,"5",62,"0","1"
"274",4,0,"4+",214619136,0,3.99,3.99,3.99,1,3.99,169,"Professional",4,"1",2,"3",3,"0","1"
"275",3,0,"4+",10511989,0,1.98,0.99,0.99,2,0.99,185,"Professional",1,"1",3,"4",93,"0","1"
"276",5,1.99,"4+",22065152,0,0,0,0,0,0,617,"Newbie",2,"1",3,"4",36,"1","0"
"277",4.5,19.99,"4+",64207872,1,0,0,0,0,0,203,"Professional",9,"1",3,"4",6,"1","1"
"278",4,2.99,"4+",17022757,0,0,0,0,0,0,376,"Newbie",1,"1",3,"4",106,"1","1"
"279",2.5,1.99,"9+",16104448,0,0,0,0,0,0,327,"Professional",1,"1",2,"4",37,"1","0"
"280",4.5,3.99,"4+",34542592,0,0,0,0,0,0,296,"Newbie",2,"1",3,"4",36,"1","1"
"281",2.5,2.99,"4+",62170112,0,0,0,0,0,0,202,"Newbie",1,"1",2,"4",36,"1","1"
"282",3.5,0,"4+",39510016,0,17.95,0.99,7.99,5,3.59,200,"Newbie",1,"1",3,"4",35,"0","1"
"283",3,0,"4+",23666919,0,0,0,0,0,0,155,"Professional",3,"1",2,"4",114,"1","1"
"284",2.5,0,"4+",3866624,0,0,0,0,0,0,141,"Newbie",10,"1",3,"4",60,"1","0"
"285",0,1.99,"9+",26766336,0,0,0,0,0,0,170,"Newbie",1,"1",3,"4",43,"1","-1"
"286",3.5,4.99,"9+",34923520,0,0,0,0,0,0,211,"Professional",1,"1",3,"4",34,"1","1"
"287",2.5,0,"4+",54165504,1,0,0,0,0,0,316,"Professional",1,"1",3,"5",25,"1","1"
"288",4.5,0.99,"4+",44658688,1,0,0,0,0,0,230,"Professional",1,"1",3,"4",25,"1","1"
"289",5,0.99,"4+",28633088,1,0,0,0,0,0,248,"Professional",1,"1",3,"12",25,"1","1"
"290",3,0,"4+",60317696,1,0,0,0,0,0,240,"Professional",1,"1",3,"7",25,"1","1"
"291",4.5,1.99,"4+",52358144,0,0,0,0,0,0,130,"Professional",1,"1",3,"7",25,"1","1"
"292",2.5,2.99,"4+",131782656,1,0,0,0,0,0,102,"Professional",3,"1",3,"4",18,"1","1"
"293",2,0,"9+",16104448,0,0,0,0,0,0,353,"Professional",1,"1",2,"4",36,"1","1"
"294",4,1.99,"4+",78302208,0,0,0,0,0,0,129,"Professional",1,"1",3,"4",16,"1","1"
"295",3,1.99,"9+",20706304,0,0,0,0,0,0,63,"Professional",1,"1",2,"4",33,"1","1"
"296",3.5,0,"9+",40773632,0,3.96,0.99,0.99,4,0.99,202,"Professional",1,"1",3,"7",17,"0","1"
"297",4,0,"4+",105713664,0,145.9,3.99,49.99,10,14.59,198,"Newbie",1,"1",3,"5",74,"0","1"
"298",0,0.99,"4+",2089984,0,0,0,0,0,0,95,"Newbie",1,"1",2,"4",37,"1","-1"
"299",2.5,0.99,"4+",8119296,0,0,0,0,0,0,186,"Newbie",1,"1",3,"4",17,"1","1"
"300",0,0.99,"4+",12688384,0,0,0,0,0,0,67,"Newbie",1,"1",3,"4",36,"1","-1"
"301",4.5,0.99,"4+",39673856,1,0.99,0.99,0.99,1,0.99,316,"Professional",1,"1",3,"4",25,"0","1"
"302",3.5,0.99,"4+",15073280,0,0,0,0,0,0,108,"Newbie",1,"1",3,"4",50,"1","0"
"303",3.5,0,"4+",4509696,0,0,0,0,0,0,27,"Newbie",1,"1",2,"4",73,"1","0"
"304",4,3.99,"4+",23407616,0,2.99,2.99,2.99,1,2.99,329,"Professional",2,"1",3,"4",33,"0","0"
"305",4,0,"4+",71884800,0,0,0,0,0,0,129,"Professional",1,"1",3,"7",24,"1","1"
"306",2.5,0,"9+",23119872,1,1.99,1.99,1.99,1,1.99,88,"Professional",9,"1",3,"4",10,"0","1"
"307",1.5,0.99,"9+",6987776,0,0,0,0,0,0,203,"Newbie",1,"1",2,"4",36,"1","0"
"308",3,0,"4+",7696478,0,0,0,0,0,0,52,"Professional",1,"1",3,"4",114,"1","1"
"309",3,0,"4+",2517539,0,0,0,0,0,0,341,"Newbie",7,"1",3,"4",97,"1","1"
"310",4.5,4.99,"9+",65495040,1,21.91,1.99,5.99,9,2.43444444444444,312,"Professional",1,"1",2,"5",19,"0","1"
"311",3,0,"4+",46461952,0,0,0,0,0,0,299,"Newbie",1,"1",3,"4",32,"1","1"
"312",3,0,"9+",5767777,0,0,0,0,0,0,155,"Professional",1,"1",3,"5",95,"1","1"
"313",3,0,"4+",14755916,0,0,0,0,0,0,403,"Professional",1,"1",3,"5",109,"1","1"
"314",4,0.99,"9+",154198016,1,0,0,0,0,0,561,"Newbie",10,"1",3,"5",12,"1","1"
"315",3,0.99,"4+",2984960,0,0,0,0,0,0,182,"Newbie",1,"1",3,"5",37,"1","0"
"316",2,0.99,"4+",2849792,0,0,0,0,0,0,170,"Newbie",1,"1",3,"5",37,"1","0"
"317",3.5,0,"4+",20720901,0,1.98,0.99,0.99,2,0.99,233,"Professional",1,"1",3,"9",93,"0","1"
"318",3.5,0.99,"9+",44390400,1,0,0,0,0,0,144,"Newbie",2,"1",2,"5",6,"1","1"
"319",4,7.99,"4+",48809984,0,10.97,2.99,4.99,3,3.65666666666667,602,"Newbie",1,"1",3,"5",21,"0","1"
"320",2.5,0,"4+",19681763,0,0,0,0,0,0,162,"Newbie",1,"1",3,"5",93,"1","0"
"321",3,0,"4+",12778912,0,7.93,0.99,1.99,7,1.13285714285714,125,"Newbie",1,"1",3,"6",106,"0","0"
"322",0,0,"4+",257070080,1,1.99,1.99,1.99,1,1.99,203,"Newbie",1,"1",3,"10",6,"0","-1"
"323",4,0,"4+",21807104,0,0,0,0,0,0,352,"Professional",1,"1",2,"10",63,"1","1"
"324",4,4.99,"9+",208099328,1,75.9,0.99,19.99,10,7.59,493,"Newbie",4,"1",3,"5",4,"0","1"
"325",3,5.99,"4+",23780352,0,0,0,0,0,0,86,"Professional",2,"1",3,"5",12,"1","0"
"326",3.5,0,"4+",20304207,0,0,0,0,0,0,156,"Professional",3,"1",2,"5",112,"1","1"
"327",0,0,"4+",25155584,0,2.99,2.99,2.99,1,2.99,288,"Newbie",13,"1",3,"4",30,"0","-1"
"328",5,1.99,"4+",129360896,0,5.96,0.99,1.99,4,1.49,93,"Professional",1,"1",3,"5",7,"0","0"
"329",3.5,0,"4+",28652544,0,1.99,1.99,1.99,1,1.99,155,"Newbie",2,"1",3,"5",4,"0","1"
"330",4,4.99,"4+",25844736,0,0,0,0,0,0,497,"Newbie",1,"1",2,"6",21,"1","0"
"331",3,0,"4+",165506048,0,72.9,0.99,19.99,10,7.29,258,"Newbie",1,"1",3,"6",44,"0","1"
"332",0,0,"4+",502263808,0,0,0,0,0,0,49,"Newbie",4,"1",3,"12",34,"1","-1"
"333",3.5,0,"4+",6614449,0,0,0,0,0,0,163,"Newbie",3,"1",3,"6",92,"1","1"
"334",4.5,5.99,"9+",5702656,0,7.97,0.99,4.99,3,2.65666666666667,146,"Newbie",1,"1",3,"6",7,"0","0"
"335",3,0,"4+",20264890,0,0,0,0,0,0,257,"Newbie",1,"1",3,"6",110,"1","1"
"336",3.5,0,"4+",118840320,1,208.92,1.99,99.99,8,26.115,367,"Professional",9,"1",3,"6",3,"0","1"
"337",4,0.99,"4+",30252032,0,0,0,0,0,0,120,"Newbie",1,"1",3,"12",29,"1","1"
"338",1.5,0.99,"4+",42488832,0,0,0,0,0,0,170,"Newbie",1,"1",2,"6",33,"1","1"
"339",3.5,0,"4+",10133504,0,0,0,0,0,0,21,"Newbie",1,"1",2,"6",73,"1","0"
"340",3,0,"9+",61472768,0,19.9,0.99,4.99,10,1.99,405,"Professional",1,"1",3,"8",53,"0","1"
"341",0,2.99,"4+",11020288,1,0,0,0,0,0,47,"Newbie",1,"1",3,"6",18,"1","-1"
"342",4,0,"9+",35420160,0,0.99,0.99,0.99,1,0.99,101,"Newbie",1,"1",2,"7",19,"0","1"
"343",4.5,4.99,"4+",121187328,0,0,0,0,0,0,470,"Professional",11,"1",2,"6",26,"1","1"
"344",4.5,2.99,"4+",63946752,1,4.97,0.99,1.99,3,1.65666666666667,151,"Newbie",1,"1",3,"6",6,"0","1"
"345",3.5,0,"4+",37152386,0,0,0,0,0,0,278,"Professional",1,"1",2,"6",111,"1","1"
"346",4,0,"4+",34355200,1,5.95,0.99,1.99,5,1.19,38,"Newbie",5,"1",3,"7",7,"0","1"
"347",3,0,"9+",39472128,1,0,0,0,0,0,128,"Professional",1,"1",3,"7",8,"1","1"
"348",4,0,"4+",15966508,0,0,0,0,0,0,351,"Professional",1,"1",2,"10",82,"1","1"
"349",4.5,0,"4+",112579584,1,2.49,2.49,2.49,1,2.49,575,"Newbie",13,"1",3,"6",4,"0","1"
"350",4,0.99,"4+",10514432,0,0,0,0,0,0,490,"Newbie",1,"1",3,"6",57,"1","0"
"351",4,0,"4+",128826368,1,7.95,0.99,1.99,5,1.59,92,"Professional",1,"1",3,"6",7,"0","0"
"352",3.5,0,"4+",13305796,0,0,0,0,0,0,150,"Professional",1,"1",2,"7",82,"1","1"
"353",4,3.99,"4+",38358016,0,0,0,0,0,0,159,"Newbie",1,"1",3,"7",27,"1","1"
"354",4,2.99,"4+",30310400,0,0,0,0,0,0,254,"Newbie",8,"1",3,"7",43,"1","1"
"355",4,0,"4+",71461888,0,0,0,0,0,0,444,"Professional",11,"1",2,"7",26,"1","1"
"356",2.5,0,"4+",925334,0,0,0,0,0,0,90,"Newbie",1,"1",3,"7",108,"1","1"
"357",3,0,"4+",14018005,0,0,0,0,0,0,472,"Newbie",1,"1",3,"7",97,"1","1"
"358",4,0.99,"4+",26494976,0,0,0,0,0,0,514,"Newbie",3,"1",3,"7",31,"1","1"
"359",4.5,0.99,"4+",93254656,1,91.95,1.99,39.99,5,18.39,148,"Professional",1,"1",3,"7",24,"0","1"
"360",4,0,"4+",5682435,0,0,0,0,0,0,178,"Professional",5,"1",3,"7",110,"1","1"
"361",3.5,0,"4+",16161543,0,4.96,0.99,1.99,4,1.24,52,"Newbie",1,"1",3,"7",105,"0","1"
"362",3,0,"9+",3125248,0,2.99,2.99,2.99,1,2.99,103,"Newbie",1,"1",2,"7",25,"0","1"
"363",4.5,0.99,"4+",51822592,0,0,0,0,0,0,277,"Newbie",1,"1",2,"7",72,"1","0"
"364",3,0,"4+",15421440,0,0,0,0,0,0,148,"Newbie",2,"1",3,"7",70,"1","1"
"365",3.5,9.99,"9+",17991680,0,0,0,0,0,0,130,"Newbie",1,"1",2,"9",19,"1","0"
"366",3,0.99,"4+",4241408,0,0,0,0,0,0,186,"Professional",1,"1",3,"7",12,"1","1"
"367",3,0,"9+",19264702,0,37.9,0.99,11.99,10,3.79,204,"Newbie",1,"1",3,"7",94,"0","1"
"368",4.5,3.99,"4+",103183360,0,0,0,0,0,0,571,"Professional",1,"1",3,"7",6,"1","1"
"369",1.5,0,"4+",10132718,0,0,0,0,0,0,74,"Newbie",1,"1",3,"8",110,"1","1"
"370",3,0,"4+",10350262,0,0,0,0,0,0,135,"Newbie",1,"1",3,"8",110,"1","1"
"371",5,0,"9+",8065334,0,0,0,0,0,0,173,"Newbie",1,"1",3,"8",108,"1","0"
"372",4.5,0,"4+",3892224,1,0,0,0,0,0,108,"Newbie",1,"1",2,"8",25,"1","1"
"373",3,0,"4+",24436634,0,0,0,0,0,0,501,"Newbie",2,"1",3,"8",100,"1","1"
"374",4,0,"9+",62133248,0,189.94,4.99,99.99,6,31.6566666666667,217,"Newbie",1,"1",3,"10",35,"0","1"
"375",3,0,"4+",6281433,0,0,0,0,0,0,135,"Newbie",1,"1",3,"8",98,"1","1"
"376",0,0.99,"4+",21003264,0,0,0,0,0,0,130,"Newbie",1,"1",2,"8",12,"1","-1"
"377",2.5,0,"9+",5583336,0,0,0,0,0,0,133,"Newbie",1,"1",3,"8",96,"1","1"
"378",3.5,0,"4+",10961235,0,0,0,0,0,0,197,"Professional",1,"1",2,"8",110,"1","1"
"379",3,2.99,"9+",47011298,0,0,0,0,0,0,153,"Professional",7,"1",3,"8",104,"1","1"
"380",4,0,"9+",53997568,1,12.96,0.99,7.99,4,3.24,294,"Professional",8,"1",3,"8",25,"0","1"
"381",3.5,2.99,"9+",50094080,1,9.97,0.99,7.99,3,3.32333333333333,265,"Professional",8,"1",3,"8",25,"0","1"
"382",3,4.99,"9+",42478592,1,0,0,0,0,0,141,"Professional",1,"1",3,"8",12,"1","1"
"383",4,0,"9+",30674388,0,0,0,0,0,0,137,"Newbie",1,"1",2,"8",110,"1","1"
"384",3,1.99,"4+",62168064,0,0,0,0,0,0,158,"Professional",1,"1",3,"8",21,"1","1"
"385",4.5,0,"4+",17375232,0,0,0,0,0,0,87,"Newbie",1,"1",3,"8",56,"1","0"
"386",4.5,0,"4+",1503232,0,0,0,0,0,0,330,"Newbie",1,"1",3,"8",64,"1","0"
"387",4,0,"9+",65256448,1,55.91,0.99,16.99,9,6.21222222222222,180,"Professional",9,"1",2,"12",25,"0","1"
"388",2,0,"4+",10477568,1,5.94,0.99,0.99,6,0.99,629,"Newbie",2,"1",3,"8",10,"0","0"
"389",3.5,0,"9+",19929855,0,2.97,0.99,0.99,3,0.99,254,"Newbie",1,"1",3,"8",101,"0","1"
"390",3.5,0,"9+",27007974,0,0,0,0,0,0,133,"Newbie",1,"1",2,"8",110,"1","1"
"391",4.5,2.99,"4+",36168704,0,0,0,0,0,0,345,"Newbie",1,"1",3,"8",26,"1","0"
"392",3,0,"9+",19490740,0,11.96,0.99,5.99,4,2.99,112,"Professional",4,"1",3,"8",94,"0","1"
"393",4,0,"9+",208402432,1,75.9,0.99,19.99,10,7.59,493,"Newbie",4,"1",3,"9",4,"0","1"
"394",4,0,"4+",10950039,0,0,0,0,0,0,82,"Newbie",3,"1",3,"8",88,"1","1"
"395",2.5,0,"9+",2686976,0,0,0,0,0,0,49,"Newbie",2,"1",3,"8",48,"1","0"
"396",0,1.99,"4+",24563712,1,0,0,0,0,0,269,"Newbie",1,"1",3,"9",21,"1","-1"
"397",3.5,0,"4+",28962816,0,0.99,0.99,0.99,1,0.99,150,"Newbie",2,"1",2,"8",3,"0","1"
"398",4,0,"4+",12941681,0,0,0,0,0,0,528,"Newbie",3,"1",3,"9",95,"1","1"
"399",4.5,0,"4+",112240640,0,25.96,3.99,11.99,4,6.49,308,"Newbie",2,"1",2,"10",3,"0","0"
"400",4.5,0,"4+",72173568,1,26.92,0.99,9.99,8,3.365,213,"Newbie",1,"1",3,"9",5,"0","1"
"401",0,0,"4+",8636509,0,0,0,0,0,0,176,"Newbie",1,"1",3,"9",105,"1","-1"
"402",4,4.99,"4+",812956672,1,23.95,1.99,9.99,5,4.79,555,"Professional",6,"1",3,"9",16,"0","1"
"403",3,0,"4+",1121700,0,0,0,0,0,0,20,"Newbie",1,"1",2,"10",108,"1","1"
"404",4,0,"9+",101123893,0,0,0,0,0,0,258,"Newbie",1,"0",1,"9",93,"1","0"
"405",3,0.99,"4+",39820288,0,0,0,0,0,0,150,"Newbie",1,"1",3,"9",21,"1","0"
"406",2.5,0,"9+",181682176,0,0,0,0,0,0,453,"Newbie",13,"1",2,"9",18,"1","1"
"407",4,1.99,"9+",154198016,1,0,0,0,0,0,672,"Newbie",10,"1",3,"9",12,"1","1"
"408",2.5,2.99,"9+",52587520,0,0,0,0,0,0,514,"Newbie",1,"1",3,"9",21,"1","0"
"409",4.5,4.99,"9+",594029568,0,25.9,1.99,7.99,10,2.59,337,"Newbie",1,"1",3,"9",24,"0","1"
"410",0,0.99,"4+",94198784,1,0,0,0,0,0,158,"Professional",1,"1",3,"9",24,"1","-1"
"411",1.5,0.99,"4+",70511616,1,0,0,0,0,0,212,"Professional",1,"1",3,"9",24,"1","0"
"412",2.5,0.99,"9+",66524160,1,0,0,0,0,0,253,"Professional",1,"1",3,"9",24,"1","0"
"413",2.5,0,"4+",1218106,0,0,0,0,0,0,54,"Newbie",1,"1",3,"9",109,"1","0"
"414",2.5,1.99,"4+",1506304,0,0,0,0,0,0,361,"Newbie",2,"1",3,"9",36,"1","0"
"415",4.5,4.99,"9+",32216064,0,0,0,0,0,0,292,"Newbie",1,"1",2,"9",12,"1","1"
"416",4,0,"4+",45790208,1,1.98,0,0.99,4,0.495,381,"Newbie",2,"1",3,"10",17,"0","1"
"417",3.5,0,"9+",49774293,0,11.96,0.99,5.99,4,2.99,112,"Professional",4,"1",3,"9",94,"0","1"
"418",3.5,0,"9+",50365440,0,0,0,0,0,0,573,"Professional",1,"1",3,"10",35,"1","1"
"419",4,2.99,"4+",21241856,1,0,0,0,0,0,558,"Newbie",1,"1",3,"11",20,"1","1"
"420",2.5,0,"9+",15812315,0,0,0,0,0,0,238,"Newbie",8,"1",3,"9",109,"1","0"
"421",3,0,"4+",26655870,0,0,0,0,0,0,101,"Newbie",1,"1",2,"12",92,"1","0"
"422",4,0.99,"9+",63327232,0,81.9,0.99,24.99,10,8.19,594,"Professional",1,"1",3,"10",18,"0","1"
"423",4,0,"9+",63400960,0,20.9,0.99,4.99,10,2.09,601,"Professional",1,"1",3,"11",18,"0","1"
"424",2,0,"4+",2682880,0,0.99,0.99,0.99,1,0.99,98,"Newbie",1,"1",3,"9",22,"0","0"
"425",4,0.99,"4+",33515520,0,0,0,0,0,0,105,"Professional",9,"1",2,"9",31,"1","0"
"426",4.5,2.99,"9+",275684352,0,0,0,0,0,0,261,"Newbie",1,"1",3,"2",47,"1","1"
"427",3.5,0,"9+",15852132,0,1.98,0.99,0.99,2,0.99,79,"Professional",1,"1",2,"11",105,"0","0"
"428",0,0,"4+",51328,0,0,0,0,0,0,48,"Newbie",1,"1",2,"10",108,"1","-1"
"429",4.5,0,"4+",61551616,0,12.96,0.99,5.99,4,3.24,135,"Newbie",6,"1",3,"10",3,"0","0"
"430",3.5,0,"9+",40911291,0,0.99,0.99,0.99,1,0.99,79,"Professional",1,"1",3,"10",82,"0","1"
"431",3.5,0,"9+",49209886,0,12.96,0.99,5.99,4,3.24,177,"Professional",1,"1",3,"10",94,"0","1"
"432",4,4.99,"4+",252247040,1,0.99,0.99,0.99,1,0.99,571,"Professional",5,"1",3,"11",25,"0","1"
"433",2.5,0,"9+",19831723,0,168.94,0.99,99.99,6,28.1566666666667,479,"Newbie",1,"1",3,"11",100,"0","1"
"434",4.5,4.99,"4+",191455232,0,0,0,0,0,0,126,"Professional",5,"1",3,"10",30,"1","1"
"435",4.5,0.99,"9+",113908373,0,5.95,0.99,1.99,5,1.19,298,"Professional",1,"1",3,"11",82,"0","1"
"436",0,0,"4+",26377216,0,0,0,0,0,0,360,"Newbie",1,"1",2,"10",24,"1","-1"
"437",2.5,0,"4+",5017600,0,0,0,0,0,0,19,"Professional",2,"1",2,"10",63,"1","1"
"438",4,0,"4+",12118016,0,0.99,0.99,0.99,1,0.99,194,"Newbie",1,"1",2,"10",5,"0","1"
"439",4.5,0.99,"9+",42482779,0,26.94,0.99,9.99,6,4.49,196,"Professional",1,"1",2,"10",84,"0","1"
"440",4.5,3.99,"9+",37890048,0,7.98,2.99,4.99,2,3.99,566,"Professional",1,"1",3,"10",16,"0","1"
"441",4,0,"4+",8312661,0,0.99,0.99,0.99,1,0.99,258,"Newbie",3,"1",3,"12",81,"0","1"
"442",4.5,0.99,"4+",50085888,0,6.95,0,2.99,7,0.992857142857143,233,"Professional",1,"1",3,"10",62,"0","1"
"443",4,0.99,"4+",25516032,1,0,0,0,0,0,239,"Newbie",1,"1",2,"12",4,"1","1"
"444",0,0.99,"4+",16960512,0,0,0,0,0,0,392,"Newbie",1,"1",2,"10",36,"1","-1"
"445",4.5,6.99,"4+",57085952,1,0,0,0,0,0,419,"Newbie",1,"1",3,"10",4,"1","1"
"446",3.5,0,"4+",34477056,0,16.9,0.99,3.99,10,1.69,217,"Newbie",1,"1",3,"12",3,"0","1"
"447",4,0,"4+",133463040,1,168.94,1.99,99.99,6,28.1566666666667,110,"Professional",9,"1",3,"10",3,"0","1"
"448",3,0,"4+",6414161,0,18.9,0.99,9.99,10,1.89,231,"Newbie",1,"1",3,"11",102,"0","1"
"449",4,0,"9+",40485929,0,0.99,0.99,0.99,1,0.99,65,"Professional",1,"1",3,"1",96,"0","1"
"450",3.5,2.99,"4+",191513600,1,0.99,0.99,0.99,1,0.99,642,"Newbie",1,"1",3,"10",5,"0","1"
"451",3.5,0,"4+",27389160,0,0,0,0,0,0,59,"Newbie",1,"1",3,"10",108,"1","1"
"452",4,0.99,"4+",32022528,0,1.98,0.99,0.99,2,0.99,116,"Professional",1,"1",2,"10",60,"0","1"
"453",3,0,"4+",28015888,0,0,0,0,0,0,68,"Newbie",1,"1",2,"10",107,"1","1"
"454",4.5,0,"4+",50556928,0,9.94,0,2.99,8,1.2425,228,"Professional",1,"1",3,"11",62,"0","1"
"455",3.5,1.99,"4+",41875456,1,0,0,0,0,0,122,"Professional",3,"1",3,"11",18,"1","1"
"456",4.5,3.99,"4+",50015232,0,0,0,0,0,0,475,"Professional",1,"1",3,"11",28,"1","1"
"457",3,0,"4+",11968146,0,0,0,0,0,0,22,"Newbie",1,"1",3,"11",107,"1","0"
"458",3,0,"4+",63982592,0,0,0,0,0,0,23,"Professional",1,"1",3,"11",37,"1","0"
"459",4,1.99,"4+",42928128,1,0,0,0,0,0,122,"Professional",3,"1",3,"11",18,"1","1"
"460",0,1.99,"4+",47307776,0,0,0,0,0,0,63,"Newbie",2,"1",2,"11",29,"1","-1"
"461",4,0.99,"4+",16351232,0,0,0,0,0,0,332,"Newbie",1,"1",3,"12",36,"1","0"
"462",3.5,0,"4+",12328960,0,0,0,0,0,0,62,"Newbie",1,"1",3,"11",29,"1","0"
"463",3.5,0,"9+",46484944,0,0,0,0,0,0,185,"Professional",1,"1",3,"11",107,"1","1"
"464",4,2.99,"4+",40382464,0,0.99,0.99,0.99,1,0.99,197,"Professional",1,"1",3,"12",70,"0","1"
"465",3.5,0.99,"4+",75919360,0,0,0,0,0,0,215,"Newbie",1,"1",2,"11",35,"1","1"
"466",3.5,0,"9+",24391873,0,0,0,0,0,0,221,"Professional",4,"1",3,"11",105,"1","1"
"467",4,0,"4+",58638336,1,0,0,0,0,0,114,"Newbie",1,"1",3,"12",6,"1","1"
"468",3.5,0.99,"9+",58212352,0,0,0,0,0,0,328,"Newbie",1,"1",3,"11",69,"1","0"
"469",1.5,0,"4+",224016384,0,5.97,0.99,2.99,3,1.99,98,"Newbie",1,"1",3,"11",25,"0","1"
"470",4,0,"4+",25436160,0,0,0,0,0,0,112,"Newbie",1,"1",3,"1",72,"1","0"
"471",4,0,"4+",51691520,0,0,0,0,0,0,243,"Newbie",1,"1",2,"12",52,"1","1"
"472",4,0,"4+",30312448,1,0,0,0,0,0,82,"Professional",1,"1",3,"11",13,"1","1"
"473",4,0,"4+",30312448,0,0,0,0,0,0,79,"Professional",1,"1",3,"11",13,"1","1"
"474",4.5,0,"4+",72999936,1,2.99,2.99,2.99,1,2.99,292,"Newbie",18,"1",3,"3",7,"0","1"
"475",3,0,"9+",18796544,0,184.95,4.99,99.99,5,36.99,357,"Professional",9,"1",3,"1",71,"0","1"
"476",4.5,2.99,"4+",24138752,0,20.9,0.99,6.99,10,2.09,520,"Professional",1,"1",2,"12",26,"0","1"
"477",2,0,"9+",57758720,0,0.99,0.99,0.99,1,0.99,215,"Newbie",1,"1",2,"12",31,"0","0"
"478",3,0.99,"4+",23207936,0,0,0,0,0,0,315,"Newbie",1,"1",3,"11",36,"1","0"
"479",2.5,0,"4+",13279232,0,0,0,0,0,0,67,"Newbie",1,"1",3,"11",70,"1","0"
"480",4.5,0.99,"4+",7204864,0,0,0,0,0,0,76,"Newbie",4,"1",2,"12",58,"1","0"
"481",2.5,0,"4+",45953024,1,0,0,0,0,0,235,"Professional",1,"1",3,"1",9,"1","1"
"482",2.5,0,"4+",45953024,1,0,0,0,0,0,235,"Professional",1,"1",3,"1",9,"1","1"
"483",4.5,0.99,"9+",44702166,0,6.96,0.99,2.99,4,1.74,121,"Professional",1,"1",2,"12",86,"0","1"
"484",4,4.99,"4+",171450368,0,0,0,0,0,0,535,"Professional",11,"1",2,"12",26,"1","1"
"485",3,0,"9+",84501159,0,4.95,0.99,0.99,5,0.99,274,"Newbie",1,"1",2,"1",100,"0","0"
"486",3.5,0,"4+",5956608,0,16.99,16.99,16.99,1,16.99,598,"Newbie",9,"1",2,"3",9,"0","1"
